"Nom_Diplôme","Ecole","Career","Employement_Opportunities","Ancienne_Diplome","Filiere","Durée","Mention_Bac","Ville","Matieres_Diplome","Matieres_Etudiant"
"Master en Droit International","FSJES-M","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Juriste International', 'Diplomate']","['Licence Droit']","['LSH', 'SEG']","2","Mention Très Bien","Casablanca","['Droit International', 'Relations Internationales', 'Droit Européen']","['Histoire', 'Droit']"
"Master en Droit International","FSJP-UIR","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Juriste International', 'Diplomate']","['Licence Droit']","['LSH', 'SEG']","2","Mention Très Bien","Salé","['Droit International', 'Relations Internationales', 'Droit Européen']","['Histoire', 'Droit']"
"Master en Droit des Affaires","FSJES-AC","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Juriste dEntreprise', 'Consultant Juridique']","['Licence Droit']","['LSH', 'SEG']","2","Mention Très Bien","Casablanca","['Droit Commercial', 'Fiscalité', 'Contrats']","['Économie', 'Droit']"
"Master en Droit des Affaires","FSJES","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Juriste dEntreprise', 'Consultant Juridique']","['Licence Droit']","['LSH', 'SEG']","2","Mention Très Bien","Béni Mellal","['Droit Commercial', 'Fiscalité', 'Contrats']","['Économie', 'Droit']"
"Master en Droit des Entreprises","FSJES","['Droit', 'Jurisprudence', 'Sciences juridiques', 'Juridique']","['Juriste dEntreprise', 'Consultant Juridique']","['Licence Droit']","['LSH', 'SEG']","2","Mention Très Bien","Marrakech","['Droit Commercial', 'Fiscalité', 'Contrats']","['Économie', 'Droit']"
"Master en Développement Régional","FLSH","['Géographie', 'Environnement', 'Urbanisme']","['Urbaniste', 'Consultant Territorial']","['Licence Géographie']","['SVT', 'LSH']","2","Bien","Oujda","['Aménagement', 'SIG', 'Développement Régional']","['Mathématiques', 'Géographie']"
"Master en Développement Territorial","FLSH-DM","['Géographie', 'Environnement', 'Urbanisme']","['Urbaniste', 'Consultant Territorial']","['Licence Géographie']","['SVT', 'LSH']","2","Bien","Fès","['Aménagement', 'SIG', 'Développement Territorial']","['Mathématiques', 'Géographie']"
"Master en Finance","FSJES-AC","['Économie', 'Finance', 'Gestion']","['Analyste Financier', 'Gestionnaire de Portefeuille']","['Licence Économie']","['SM', 'SEG']","2","Bien","Casablanca","['Finance', 'Marchés Financiers', 'Gestion des Risques']","['Mathématiques', 'Économie']"
"Master en Finance Internationale","ECG-UIR","['Économie', 'Finance', 'Gestion']","['Analyste Financier', 'Gestionnaire de Portefeuille']","['Licence Gestion']","['SM', 'SEG']","2","Mention Très Bien","Salé","['Marchés Financiers', 'Gestion des Risques', 'Finance Internationale']","['Mathématiques', 'Économie']"
"Master en Finance Internationale","SB-AUI","['Économie', 'Finance', 'Gestion']","['Analyste Financier', 'Banquier']","['Bachelor Gestion']","['SM', 'SEG']","2","Bien","Ifrane","['Analyse', 'Marchés Financiers', 'Finance Internationale']","['Statistiques', 'Économie']"
"Master en Finance et Audit","FSJES","['Économie', 'Finance', 'Gestion']","['Analyste Financier', 'Auditeur']","['Licence Économie']","['SM', 'SEG']","2","Mention Très Bien","Kénitra","['Finance', 'Comptabilité', 'Audit']","['Mathématiques', 'Économie']"
"Master en Finance et Comptabilité","FSJES","['Économie', 'Finance', 'Gestion']","['Analyste Financier', 'Comptable']","['Licence Gestion']","['SM', 'SEG']","2","Bien","Marrakech","['Finance', 'Comptabilité', 'Audit']","['Mathématiques', 'Économie']"
"Master en Gestion Environnementale","FPL","['Gestion', 'Gestion Environnementale', 'Développement durable', 'Écologie']","['Gestionnaire Environnement', 'Consultant']","['Licence Biologie']","['SP', 'SVT']","2","Mention Très Bien","Larache","['Écologie', 'Gestion des Ressources', 'Développement Durable']","['Biologie,\xa0Chimie']"
"Master en Gestion Financière","FSJES-TNG","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Analyste Financier', 'Contrôleur de Gestion']","['Licence Économie']","['SM', 'SEG']","2","Bien","Tanger","['Finance', 'Comptabilité', 'Gestion des Risques']","['Mathématiques', 'Économie']"
"Master en Gestion Financière","FSJES","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Analyste Financier', 'Contrôleur de Gestion']","['Licence Économie']","['SM', 'SEG']","2","Mention Très Bien","El Jadida","['Finance', 'Comptabilité', 'Gestion des Risques']","['Mathématiques', 'Économie']"
"Master en Gestion de l’Eau","FPE","['Gestion', 'Gestion de l’Eau']","['Consultant', 'Gestionnaire de Ressources Hydriques']","['Licence Sciences de la Terre']","['SP', 'SVT']","2","Mention Très Bien","Errachidia","['Écologie', 'Hydrologie', 'Gestion de l’Eau']","['Chimie', 'Géologie']"
"Master en Gestion des Entreprises","FP-Safi","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Manager', 'Consultant en Gestion']","['Licence Sciences Économiques']","['SM', 'SEG']","2","Mention Très Bien","Marrakech","['Management', 'Finance', 'Stratégie']","['Mathématiques', 'Économie']"
"Master en Gestion des Ressources Humaines","FSJES","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Directeur RH', 'Consultant RH']","['Licence Économie']","['SM', 'SEG']","2","Mention Très Bien","Meknès","['Psychologie', 'Gestion RH', 'Droit du Travail']","['Mathématiques', 'Économie']"
"Master en Gestion des Ressources Minières","FP-Khouribga","['Gestion', 'Géologie', 'Génie Minier', 'Ressources naturelles']","['Gestionnaire Mines', 'Consultant Minier']","['Licence Génie Minier']","['SP', 'STM']","2","Mention Très Bien","Settat","['Gestion Minière', 'Techniques dExtraction', 'Économie Minière']","['Physique', 'Économie']"
"Master en Gestion des Ressources Naturelles","FP-Nador","['Environnement', 'Gestion', 'Développement durable', 'Écologie']","['Gestionnaire de Ressources', 'Consultant Environnement']","['Licence Biologie']","['SP', 'SVT']","2","Mention Très Bien","Oujda","['Écologie', 'Gestion des Ressources', 'Développement Durable']","['Mathématiques', 'Biologie']"
"Master en Gestion des Ressources Naturelles","FP-Taza","['Environnement', 'Gestion', 'Développement durable', 'Écologie']","['Gestionnaire de Ressources', 'Consultant Environnement']","['Licence Biologie']","['SP', 'SVT']","2","Mention Très Bien","Fès","['Écologie', 'Gestion des Ressources', 'Développement Durable']","['Mathématiques', 'Biologie']"
"Master en Gestion des Ressources Naturelles","FPT","['Gestion', 'Gestion Environnementale', 'Développement durable', 'Écologie']","['Gestionnaire de Ressources', 'Consultant Environnement']","['Licence Biologie']","['SP', 'SVT']","2","Mention Très Bien","Taroudant","['Écologie', 'Gestion des Ressources', 'Développement Durable']","['Chimie', 'Biologie']"
"Master en Génie Industriel","FSTM","['Ingénierie', 'Génie Industriel', 'Production', 'Optimisation']","['Ingénieur Industriel', 'Consultant Production']","['Licence Génie Mécanique']","['SP', 'STM']","2","Mention Très Bien","Casablanca","['Gestion de Production', 'Optimisation', 'Logistique']","['Mathématiques', 'Physique']"
"Master en Génie Industriel","FST","['Ingénierie', 'Génie Industriel', 'Production', 'Optimisation']","['Ingénieur Industriel', 'Consultant Production']","['Licence Génie Mécanique']","['SP', 'STM']","2","Mention Très Bien","Fès","['Gestion de Production', 'Optimisation', 'Logistique']","['Mathématiques', 'Physique']"
"Master en Génie des Procédés","FST-TNG","['Ingénierie', 'Production', 'Génie des Procédés', 'Chimie industrielle']","['Ingénieur Procédés', 'Consultant Industriel']","['Licence Génie Chimique']","['SP', 'STM']","2","Bien","Tanger","['Optimisation', 'Procédés Industriels', 'Chimie Appliquée']","['Physique', 'Chimie']"
"Master en Génétique et Amélioration des Plantes","ENA","['Recherche', 'Biologie', 'Génétique']","['Généticien', 'Chercheur Agricole']","['Licence Agronomie']","['SP', 'SVT']","2","Bien","Meknès","['Génétique', 'Biotechnologie', 'Amélioration Végétale']","['Chimie', 'Biologie']"
"Master en Géo-Environnement et Dynamique des Milieux Naturels","FLSH","['Géographie', 'Environnement', 'Urbanisme']","['Spécialiste Environnement', 'Chercheur']","['Licence Géographie']","['SVT', 'LSH']","2","Bien","Béni Mellal","['Géo-Environnement', 'Climatologie', 'SIG']","['Biologie', 'Géographie']"
"Master en Informatique Décisionnelle","FSAC","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Data Analyst', 'Consultant BI']","['Licence Informatique']","['SM', 'SP']","2","Mention Très Bien","Casablanca","['Programmation', 'Business Intelligence', 'Big Data']","['Mathématiques', 'Informatique']"
"Master en Informatique Décisionnelle","FST","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Data Analyst', 'Consultant BI']","['Licence Informatique']","['SM', 'SP']","2","Mention Très Bien","Béni Mellal","['Programmation', 'Business Intelligence', 'Big Data']","['Mathématiques', 'Informatique']"
"Master en Informatique et Systèmes Intelligents","FS","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Data Scientist', 'Ingénieur IA']","['Licence Informatique']","['SM', 'SP']","2","Mention Très Bien","El Jadida","['Systèmes Informatiques', 'Big Data', 'Intelligence Artificielle']","['Mathématiques', 'Informatique']"
"Master en Ingénierie Pédagogique","FSE","['Ingénierie', 'Éducation', 'Enseignement', 'Pédagogie']","['Concepteur Pédagogique', 'Conseiller Éducatif']","['Licence Éducation']","['LSH']","2","Mention Très Bien","Rabat","['Évaluation', 'Ingénierie Pédagogique', 'Technologies Éducatives']","['Informatique', 'Psychologie']"
"Master en Linguistique","FLSH-BM","['Langues', 'Linguistique', 'Communication']","['Linguiste', 'Chercheur en Langues']","['Licence Études Arabes']","['LSH']","2","Bien","Casablanca","['Phonétique', 'Sémantique', 'Linguistique Théorique']","['Philosophie', 'Arabe']"
"Master en Linguistique","FLSH","['Langues', 'Linguistique', 'Communication']","['Chercheur', 'Linguiste']","['Licence Études Françaises']","['LSH']","2","Mention Très Bien","Agadir","['Linguistique Appliquée', 'Phonétique', 'Sémantique']","['Français', 'Philosophie']"
"Master en Linguistique Appliquée","FLSH","['Langues', 'Linguistique', 'Communication']","['Linguiste', 'Enseignant Chercheur']","['Licence Études Françaises']","['LSH']","2","Bien","Marrakech","['Linguistique', 'Didactique', 'Traduction']","['Français', 'Philosophie']"
"Master en Littérature Comparée","FLSH-AC","['Littérature', 'Lettres', 'Langues']","['Enseignant Chercheur', 'Critique Littéraire']","['Licence Études Françaises']","['LSH']","2","Mention Très Bien","Casablanca","['Littérature Mondiale', 'Analyse Textuelle', 'Théorie Littéraire']","['Français', 'Histoire']"
"Master en Littérature et Civilisation","FLSH-DM","['Littérature', 'Lettres', 'Langues']","['Enseignant Chercheur', 'Critique Littéraire']","['Licence Études Arabes']","['LSH']","2","Mention Très Bien","Fès","['Analyse Textuelle', 'Littérature Comparée', 'Histoire des Civilisations']","['Arabe', 'Histoire']"
"Master en Logistique et Supply Chain","ENCG","['Gestion', 'Logistique', 'Transport']","['Consultant Supply Chain', 'Logisticien']","['Licence Gestion']","['SM', 'SEG']","2","Bien","El Jadida","['Optimisation', 'Logistique', 'Gestion des Stocks']","['Mathématiques', 'Économie']"
"Master en Management Stratégique","ECG-UIR","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Manager', 'Consultant Stratégique']","['Licence Gestion']","['SM', 'SEG']","2","Bien","Salé","['Management', 'Stratégie', 'Leadership']","['Mathématiques', 'Économie']"
"Master en Management des Organisations","FSJES","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Manager', 'Consultant en Gestion']","['Licence Gestion']","['SM', 'SEG']","2","Bien","Fès","['Management', 'Finance', 'Stratégie']","['Mathématiques', 'Économie']"
"Master en Management et Gestion des Entreprises","FSJES","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Manager', 'Consultant en Gestion']","['Licence Économie']","['SM', 'SEG']","2","Bien","Béni Mellal","['Management', 'Finance', 'Marketing']","['Mathématiques', 'Économie']"
"Master en Marketing International","ISCAE","['Commerce', 'Marketing', 'Communication']","['Directeur Marketing', 'Consultant Marketing']","['Licence Gestion']","['SM', 'SEG']","2","Bien","Casablanca","['Études de Marché', 'Stratégie', 'Marketing International']","['Statistiques', 'Économie']"
"Master en Médias et Société","ISIC","['Communication', 'Médias', 'Journalisme']","['Analyste Médias', 'Producteur']","['Licence Communication']","['LSH']","2","Bien","Rabat","['Médias', 'Sociologie des Médias', 'Production Audiovisuelle']","['Philosophie', 'Histoire']"
"Master en Physique Appliquée","FSDM","['Physique', 'Recherche', 'Sciences fondamentales']","['Chercheur en Physique', 'Ingénieur']","['Licence Physique']","['SM', 'SP']","2","Bien","Fès","['Énergie', 'Matériaux', 'Physique Appliquée']","['Mathématiques', 'Physique']"
"Master en Physique des Matériaux","FSAC","['Physique', 'Recherche', 'Sciences fondamentales']","['Chercheur en Physique', 'Ingénieur Matériaux']","['Licence Physique']","['SP', 'STE']","2","Bien","Casablanca","['Thermodynamique', 'Physique des Matériaux', 'Nanotechnologie']","['Mathématiques', 'Physique']"
"Master en Physique des Matériaux","FST","['Physique', 'Recherche', 'Sciences fondamentales']","['Chercheur en Physique', 'Ingénieur Matériaux']","['Licence Physique']","['SP', 'STE']","2","Bien","Béni Mellal","['Thermodynamique', 'Physique des Matériaux', 'Nanotechnologie']","['Mathématiques', 'Physique']"
"Master en Physique des Matériaux","FS","['Physique', 'Recherche', 'Sciences fondamentales']","['Chercheur en Physique', 'Ingénieur Matériaux']","['Licence Physique']","['SM', 'SP']","2","Mention Très Bien","Meknès","['Thermodynamique', 'Physique des Matériaux', 'Nanotechnologie']","['Mathématiques', 'Physique']"
"Master en Politiques Publiques","FSJP-UIR","['Droit', 'Sociologie', 'Sciences Politiques']","['Conseiller Politique', 'Analyste de Politiques']","['Licence Sciences Politiques']","['LSH']","2","Bien","Salé","['Analyse', 'Politiques Publiques', 'Administration']","['Économie', 'Histoire']"
"Master en Psychologie Sociale","SHSS-AUI","['Sociologie', 'Sciences sociales', 'Psychologie', 'Santé mentale']","['Chercheur', 'Psychologue']","['Bachelor Psychologie']","['LSH']","2","Bien","Ifrane","['Méthodes de Recherche', 'Psychologie Sociale', 'Comportement']","['Sociologie', 'Psychologie']"
"Master en Réseaux et Télécommunications","FST","['Informatique', 'Télécommunications', 'Réseaux']","['Ingénieur Réseaux', 'Administrateur Télécom']","['Licence Génie Électrique']","['SP', 'STE']","2","Bien","Marrakech","['Réseaux', 'Télécommunications', 'Protocoles']","['Physique', 'Informatique']"
"Master en Santé Publique","FMP","['Médecine', 'Santé Publique', 'Prévention']","['Épidémiologiste', 'Gestionnaire de Santé']","['Licence Médecine']","['SP', 'SVT']","2","Mention Très Bien","Agadir","['Statistiques', 'Épidémiologie', 'Santé Publique']","['Mathématiques', 'Biologie']"
"Master en Sciences des Données","FS","['Informatique', 'Recherche', 'Data Science', 'Analyse de données']","['Analyste de Données', 'Data Scientist']","['Licence Informatique']","['SM', 'SP']","2","Mention Très Bien","Agadir","['Statistiques', 'Big Data', 'Machine Learning']","['Mathématiques', 'Informatique']"
"Master en Sociologie","FLSH-TET","['Philosophie', 'Sociologie', 'Sciences Humaines']","['Chercheur', 'Sociologue']","['Licence Sociologie']","['LSH']","2","Mention Très Bien","Tétouan","['Sociologie', 'Anthropologie', 'Méthodes de Recherche']","['Philosophie', 'Histoire']"
"Master en Sociologie","FLSH","['Philosophie', 'Sociologie', 'Sciences Humaines']","['Chercheur', 'Sociologue']","['Licence Sociologie']","['LSH']","2","Mention Très Bien","Kénitra","['Sociologie', 'Anthropologie', 'Méthodes de Recherche']","['Philosophie', 'Histoire']"
"Master en Sociologie du Développement","FLSH-AC","['Recherche', 'Sociologie', 'Sciences sociales']","['Chercheur', 'Consultant en Développement']","['Licence Sociologie']","['LSH']","2","Bien","Casablanca","['Sociologie du Développement', 'Politiques Publiques', 'Recherche']","['Philosophie', 'Histoire']"
"Master en Systèmes Embarqués","FST","['Programmation', 'Électronique', 'Systèmes Embarqués']","['Ingénieur Systèmes', 'Développeur Embarqué']","['Licence Génie Électrique']","['SP', 'STE']","2","Bien","Fès","['Programmation', 'Électronique', 'Systèmes Embarqués']","['Informatique', 'Électronique']"
"Master en Systèmes Intelligents","FSTM","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Data Scientist', 'Ingénieur IA']","['Licence Informatique']","['SM', 'SP']","2","Bien","Casablanca","['Programmation', 'Réseaux', 'Intelligence Artificielle']","['Mathématiques', 'Informatique']"
"Master en Systèmes d'Information","FP-Khouribga","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Analyste SI', 'Administrateur Bases de Données']","['Licence Informatique']","['SM', 'SP']","2","Bien","Settat","['Bases de Données', 'Sécurité', 'Systèmes dInformation']","['Mathématiques', 'Informatique']"
"Master en Tourisme et Patrimoine","FLSH","['Management', 'Tourisme', 'Hôtellerie']","['Gestionnaire de Patrimoine', 'Agent Touristique']","['Licence Géographie']","['SVT', 'LSH']","2","Mention Très Bien","Marrakech","['Gestion', 'Tourisme', 'Patrimoine Culturel']","['Histoire', 'Géographie']"
"Master en Traduction et Interprétation","FLASH","['Langues', 'Linguistique', 'Communication']","['Traducteur', 'Interprète']","['Licence Études Anglaises']","['LSH']","2","Mention Très Bien","Kénitra","['Linguistique Appliquée', 'Traduction', 'Interprétation']","['Français', 'Anglais']"
"Master en Économie Appliquée","FSJES-M","['Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance', 'Gestion']","['Économiste', 'Consultant Économique']","['Licence Sciences Économiques']","['SM', 'SEG']","2","Bien","Casablanca","['Économie Appliquée', 'Économétrie', 'Politiques Économiques']","['Mathématiques', 'Économie']"
"Master en Économie Appliquée","FSJES","['Commerce', 'Marketing', 'Management', 'Économie', 'Sciences économiques', 'Finance', 'Gestion']","['Économiste', 'Consultant Économique']","['Licence Sciences Économiques']","['SM', 'SEG']","2","Bien","Oujda","['Économie Appliquée', 'Économétrie', 'Politiques Économiques']","['Mathématiques', 'Économie']"
"Master en Énergies Renouvelables","FSS","['Physique', 'Environnement', 'Énergie']","['Ingénieur Énergie', 'Consultant en Durabilité']","['Licence Physique']","['SM', 'SP']","2","Bien","Marrakech","['Thermodynamique', 'Électrotechnique', 'Énergies Renouvelables']","['Mathématiques', 'Physique']"
"Master en Énergies Renouvelables","FST","['Technologie', 'Environnement', 'Énergies Renouvelables']","['Consultant', 'Ingénieur Énergies']","['Licence Génie Électrique']","['SP', 'STE']","2","Mention Très Bien","Meknès","['Énergies Solaires', 'Éoliennes', 'Gestion Énergétique']","['Physique', 'Électronique']"
"Master en Énergies Renouvelables","SSE-AUI","['Technologie', 'Environnement', 'Énergies Renouvelables']","['Consultant', 'Ingénieur Énergies']","['Bachelor Génie Électrique']","['SP', 'STE']","2","Bien","Ifrane","['Énergies Solaires', 'Éoliennes', 'Gestion Énergétique']","['Physique', 'Électronique']"
"Master en Études Coraniques et Applications Cognitives","FLSH","['Études Religieuses', 'Théologie', 'Philosophie']","['Chercheur en Études Islamiques', 'Enseignant']","['Licence Études Islamiques']","['LSH']","2","Mention Très Bien","Béni Mellal","['Exégèse Coranique', 'Sciences Cognitives', 'Histoire Islamique']","['Philosophie', 'Arabe']"
"Master en Études Culturelles","FLSH","['Philosophie', 'Sociologie', 'Sciences Humaines']","['Chercheur en Culture', 'Médiateur Culturel']","['Licence Études Françaises']","['LSH']","2","Mention Très Bien","El Jadida","['Sociologie', 'Anthropologie', 'Histoire Culturelle']","['Philosophie', 'Histoire']"
"Master en Études Urbaines","FLSH-BM","['Géographie', 'Environnement', 'Urbanisme']","['Urbaniste', 'Planificateur Territorial']","['Licence Géographie']","['SVT', 'LSH']","2","Mention Très Bien","Casablanca","['SIG', 'Développement Durable', 'Urbanisme']","['Mathématiques', 'Géographie']"
"Médecin Généraliste","FMP","['Biologie', 'Médecine', 'Santé', 'Sciences de la santé']","['Médecin', 'Praticien Hospitalier']","['BAC SM', 'BAC SP']","['SP', 'SVT']","7","Mention Très Bien","Agadir","['Anatomie', 'Physiologie', 'Pathologie']","['Chimie', 'Biologie']"
"Pharmacien","FMP","['Chimie', 'Biologie', 'Médecine', 'Santé', 'Sciences de la santé', 'Pharmacie']","['Pharmacien', 'Responsable de Pharmacie']","['BAC SM', 'BAC SP']","['SP', 'SVT']","6","Bien","Agadir","['Pharmacologie', 'Chimie Médicale', 'Gestion des Médicaments']","['Chimie', 'Biologie']"
"Préparation MP","CPGE-Casa","['Mathématiques', 'Physique', 'Sciences fondamentales']","['Étudiant Grandes Écoles', 'Ingénieur']","['BAC SM']","['SM']","2","Mention Très Bien","Casablanca","['Mathématiques', 'Physique', 'Chimie']","['Mathématiques', 'Physique']"
"Préparation MP","CPGE-Fès","['Mathématiques', 'Physique', 'Sciences fondamentales']","['Étudiant Grandes Écoles', 'Ingénieur']","['BAC SM']","['SM']","2","Mention Très Bien","Fès","['Mathématiques', 'Physique', 'Chimie']","['Mathématiques', 'Physique']"
"Préparation MP","CPGE-Marrakech","['Mathématiques', 'Physique', 'Sciences fondamentales']","['Étudiant Grandes Écoles', 'Ingénieur']","['BAC SM']","['SM']","2","Mention Très Bien","Marrakech","['Mathématiques', 'Physique', 'Chimie']","['Mathématiques', 'Physique']"
"Préparation PSI","CPGE-Casa","['Ingénierie', 'Technologie', 'Physique']","['Étudiant Grandes Écoles', 'Ingénieur']","['BAC SP']","['SP']","2","Mention Très Bien","Casablanca","['Mathématiques', 'Physique', 'Sciences de lIngénieur']","['Mathématiques', 'Physique']"
"Préparation PSI","CPGE-Fès","['Ingénierie', 'Technologie', 'Physique']","['Étudiant Grandes Écoles', 'Ingénieur']","['BAC SP']","['SP']","2","Mention Très Bien","Fès","['Mathématiques', 'Physique', 'Sciences de lIngénieur']","['Mathématiques', 'Physique']"
"Préparation PSI","CPGE-Marrakech","['Ingénierie', 'Technologie', 'Physique']","['Étudiant Grandes Écoles', 'Ingénieur']","['BAC SP']","['SP']","2","Mention Très Bien","Marrakech","['Mathématiques', 'Physique', 'Sciences de lIngénieur']","['Mathématiques', 'Physique']"
"Technicien Spécialisé en Gestion des Entreprises","EST","['Commerce', 'Marketing', 'Management', 'Gestion', 'Tourisme', 'Hôtellerie', 'Service', 'Gestion de projet', 'Organisation', 'Administration']","['Assistant de Gestion', 'Comptable Junior']","['BAC SM', 'BAC SP']","['SM', 'SEG']","2","Assez Bien","El Jadida","['Gestion', 'Comptabilité', 'Informatique de Gestion']","['Mathématiques', 'Économie']"
"Technicien Spécialisé en Génie Civil","EST","['Ingénierie', 'Urbanisme', 'Génie Civil', 'Construction']","['Technicien Génie Civil', 'Chef de Chantier']","['BAC SM', 'BAC SP']","['SP', 'STM']","2","Assez Bien","Béni Mellal","['Matériaux', 'Construction', 'Topographie']","['Mathématiques', 'Physique']"
"Technicien Spécialisé en Informatique","EST-TNG","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Technicien Informatique', 'Développeur Junior']","['BAC SM', 'BAC SP']","['SM', 'SP']","2","Bien","Tanger","['Programmation', 'Réseaux', 'Maintenance']","['Mathématiques', 'Informatique']"
"Technicien Spécialisé en Informatique","EST","['Ingénierie', 'Technologie', 'Conception', 'Informatique', 'Programmation']","['Technicien Informatique', 'Développeur Junior']","['BAC SM', 'BAC SP']","['SM', 'SP']","2","Bien","Béni Mellal","['Programmation', 'Réseaux', 'Maintenance']","['Mathématiques', 'Informatique']"
"Technicien Spécialisé en Électrotechnique","EST-TNG","['Génie Électrique', 'Énergie', 'Électrotechnique']","['Technicien Électrique', 'Maintenance Électrique']","['BAC SM', 'BAC SP']","['SP', 'STE']","2","Mention Très Bien","Tanger","['Réseaux', 'Électricité', 'Automatisme']","['Physique', 'Électronique']"
"Technicien Spécialisé en Électrotechnique","EST","['Génie Électrique', 'Énergie', 'Électrotechnique']","['Technicien Électrique', 'Maintenance Électrique']","['BAC SM', 'BAC SP']","['SP', 'STE']","2","Mention Très Bien","Béni Mellal","['Réseaux', 'Électricité', 'Automatisme']","['Physique', 'Électronique']"
